pig_id,sample,label,EIT,NIRS,EIS
5,2,0,14.57837186,76.06706939,479.1553451
5,3,0,14.65957214,76.69106844,493.7480114
5,4,0,14.52644658,78.8336906,492.8453091
5,5,0,14.66173557,78.45767875,495.5103691
5,6,0,14.70824858,78.09269899,506.3381122
5,7,0,14.74151223,76.51195126,499.5219388
5,8,0,14.65852325,79.04450745,494.3835643
5,9,0,14.73416287,75.76510905,488.5744815
5,10,0,14.69439725,76.66028091,494.9985997
5,11,0,14.71108195,77.66104354,498.072926
5,12,0,14.60991117,76.73191635,504.7660848
5,13,0,14.60517516,76.29672106,495.4196446
5,14,0,14.49138769,74.13678298,496.4911679
5,15,0,14.5259424,74.96209654,501.9673399
5,16,0,14.50649937,74.79734403,498.3162994
5,17,1,14.65892727,72.97794142,490.4524444
5,18,1,14.55234422,74.76629643,488.8282405
5,19,1,14.88307656,76.60241699,500.60845
5,20,1,14.76208345,73.39988567,497.9247017
5,21,1,14.813189,73.06667405,494.9299553
5,22,1,14.81740726,72.48581212,501.3486066
5,23,1,14.88802447,72.83883238,504.4511991
5,24,1,14.97971905,72.45578915,501.9910523
5,25,1,15.03055598,72.43299975,495.4460848
5,26,1,14.99201454,69.8376007,490.1019547
5,27,1,14.88203383,71.86123322,491.0190764
5,28,1,14.92201344,73.63526412,488.2611636
5,29,1,14.87015622,76.13183547,492.9391531
5,30,1,14.7848173,72.66420041,495.8794921
5,31,1,14.7993265,72.7297138,511.222039
5,32,1,14.73827049,75.23342638,504.0623256
5,33,1,14.60461498,72.97777147,495.840175
5,34,1,14.66270354,73.47329193,487.2506605
5,35,0,14.63730914,72.9454639,495.5685368
5,36,0,14.58172713,74.68158138,507.5040848
5,37,0,14.72427537,73.99689412,500.5206477
5,38,0,14.39740616,73.11289961,495.9284942
5,39,0,14.55620585,72.27053829,509.9871598
5,40,0,14.51729046,71.33931508,515.9842451
5,41,0,14.57392611,70.32834306,510.6920419
5,42,0,14.59357536,71.54260025,506.0920049
5,43,0,14.86305993,74.555234,506.5087319
5,44,0,14.81614712,76.28383382,507.3475396
5,45,0,14.69192798,75.6094677,495.9378625
5,46,0,14.73123146,74.22826319,496.6081521
5,47,0,14.73475997,73.54204476,497.3387643
5,48,0,14.56908537,73.8662431,493.9487277
5,49,0,14.74026037,74.57659115,505.8144641
5,50,0,14.81322493,75.42122809,513.9652338
5,51,0,14.75549275,74.72438291,511.923732
5,52,0,14.83451834,75.81374777,509.1876911
5,53,0,14.74472297,74.99335553,507.4188435
5,54,0,14.7277976,72.60744209,519.4829567
5,55,0,14.61760564,75.08625441,510.3588611
5,56,0,14.721683,73.63189286,507.881284
5,57,0,14.57676849,70.01397128,505.9990824
5,58,0,14.631086,70.66318064,510.1317067
5,59,0,14.71811045,70.83239001,506.3821924
5,60,0,14.84666364,70.4774257,513.8260562
6,1,0,14.71309827,75.48712343,506.1454604
6,2,0,14.70875621,74.37706726,504.9856577
6,3,0,14.64375901,72.34505431,501.0936775
6,4,0,14.59185434,72.15945114,508.7011175
6,5,0,14.77539903,75.1674438,500.0325352
6,6,0,14.66227598,74.92418134,503.6084754
6,7,0,14.68537283,73.02331753,507.9499189
6,8,0,14.73255248,73.58983131,496.7839154
6,9,0,14.67980298,74.31644079,491.4488526
6,10,0,14.63573248,74.19260877,494.9846779
6,11,0,14.56401459,76.14005109,488.8688765
6,12,0,14.576061,76.15671219,494.9969954
6,13,0,14.59625488,73.30962834,486.3996335
6,14,0,14.54764448,76.32179765,496.2922846
6,15,1,14.50696811,78.93309655,485.3677431
6,16,1,14.59301264,77.06633492,497.7200243
6,17,1,14.64225069,73.72917239,495.0326379
6,18,1,14.75064367,72.6628491,498.1141316
6,19,1,14.77616721,74.23065901,508.2812809
6,20,1,14.83399157,72.78272935,508.7927711
6,21,1,14.73334,71.23826152,488.7115423
6,22,1,14.63327016,72.95682999,493.7461006
6,23,1,14.6163013,72.58856374,500.3863172
6,24,1,14.94750693,69.41132341,506.0390355
6,25,1,14.76151194,71.97653295,496.376918
6,26,1,14.58929168,71.74779872,487.1030628
6,27,1,14.62092954,73.01011215,491.8978501
6,28,0,14.63190692,71.82287458,489.4357227
6,29,0,14.49118363,71.03375134,497.5822404
6,30,0,14.57981943,71.40979822,493.7735079
6,31,0,14.52716544,73.34720486,499.3305114
6,32,0,14.5502149,71.86639063,497.4392896
6,33,0,14.72537694,77.40143319,512.3662647
6,34,0,14.76084809,76.01291146,509.3761001
6,35,0,14.78517439,77.66822504,513.4994184
6,36,0,14.78162109,76.01704687,518.1914213
6,37,0,14.75396606,77.55442297,522.9284776
6,38,0,14.90794102,78.34769083,510.7457744
6,39,0,14.74761218,75.77388592,509.7430411
6,40,0,14.6209542,74.90831496,497.3120949
6,41,0,14.7374829,73.6525636,501.4298152
6,42,0,14.67805122,73.63685552,508.726722
6,43,0,14.81585153,74.8158989,511.2800841
6,44,0,14.75528016,75.84227698,498.293025
6,45,0,14.59280442,76.06298715,495.7279294
6,46,0,14.57085108,74.62899744,497.2454456
6,47,0,14.75280222,72.1265027,500.3838386
6,48,0,14.63395591,73.14255229,494.3312286
6,49,0,14.70909201,74.34749822,498.5395497
6,50,0,14.64436741,74.536342,495.6273863
6,51,0,14.63859831,73.86018382,510.1452141
6,52,0,14.78975593,73.78539888,516.569917
6,53,0,14.78131235,73.76948592,514.8375637
6,54,0,14.59510964,75.47962066,516.9677936
6,55,0,14.52635664,75.08763506,509.8754797
6,56,0,14.54370583,75.18373311,501.927786
6,57,0,14.49410145,77.80484639,496.8454218
6,58,0,14.66961583,76.23889083,500.0112607
6,59,0,14.58595695,76.30945616,498.6451108
6,60,0,14.48390787,76.73439813,487.8235017
7,1,0,14.8208401,75.17443422,501.7731846
7,2,0,14.79901595,77.19975044,489.1049912
7,3,0,14.79620538,75.23159016,498.3139703
7,4,0,14.86647574,74.44323591,500.9231211
7,5,0,14.83352284,75.20848226,504.3489045
7,6,0,14.79310584,73.07711672,499.3637456
7,7,0,14.64226775,74.0775137,501.2880612
7,8,0,14.68631959,74.95097736,499.9978925
7,9,0,14.56808996,75.1193883,491.6985787
7,10,0,14.57848159,75.98229209,502.1431374
7,11,0,14.56802002,77.38243847,505.4048596
7,12,0,14.52440569,79.74032522,507.3586282
7,13,0,14.43570743,80.60741162,498.3359843
7,14,0,14.50348065,77.69528275,506.1297947
7,15,0,14.48955445,76.91516215,512.1977622
7,16,0,14.4019843,78.13152479,506.8109922
7,17,0,14.55820995,75.43104722,507.3673359
7,18,1,14.62720212,74.38872364,495.6092548
7,19,1,14.69451536,74.25541287,497.8351567
7,20,1,14.78458593,69.7350624,501.048562
7,21,1,14.711404,71.79394743,489.0374475
7,22,1,14.79710703,71.19509226,491.2769617
7,23,1,14.81429134,70.26201459,499.8686872
7,24,1,14.75836256,70.06219662,487.6490074
7,25,1,14.66306739,69.52932526,490.0350227
7,26,1,14.72173122,67.79836551,490.1826921
7,27,1,14.64745231,67.2207471,493.8800889
7,28,1,14.7479211,68.70919739,493.7770572
7,29,1,14.77165721,68.32320994,498.428014
7,30,1,14.82300886,69.94275685,496.2884323
7,31,1,14.79651079,72.08679211,493.3871243
7,32,0,14.834402,72.27996351,497.7710386
7,33,0,14.92206674,72.43794695,497.011094
7,34,0,14.94695814,73.56035172,497.2664152
7,35,0,14.73748634,75.29049495,489.6339257
7,36,0,14.7082386,75.918962,479.123306
7,37,0,14.6438188,75.15151896,470.4261842
7,38,0,14.65155774,74.2102235,476.9134286
7,39,0,14.68918396,74.26890659,480.6267918
7,40,0,14.69104934,75.82159995,488.8651926
7,41,0,14.61705634,75.39233068,499.5428059
7,42,0,14.5655475,78.00323658,494.8861163
7,43,0,14.65748316,78.61791411,498.4350711
7,44,0,14.38682391,76.06126654,500.5286394
7,45,0,14.49611698,77.72756446,500.3871891
7,46,0,14.44973217,76.48552407,489.6774021
7,47,0,14.48589687,74.26722023,490.4643579
7,48,0,14.61577254,73.70546623,493.3801091
7,49,0,14.80633136,75.74808941,498.791677
7,50,0,14.7547748,72.69509273,492.5603968
7,51,0,14.56005145,74.01348019,494.0641213
7,52,0,14.5545449,74.41494754,503.9113136
7,53,0,14.59229157,74.25756357,507.5641598
7,54,0,14.50865746,75.8959024,509.5337812
7,55,0,14.635895,73.03461653,503.0719769
7,56,0,14.74008298,75.40819534,500.7363812
7,57,0,14.67167685,78.50653374,503.7644456
7,58,0,14.56447816,79.89984817,497.2637951
7,59,0,14.52873054,79.93488307,497.5377792
7,60,0,14.60899351,78.16729264,493.3248257
8,1,0,14.74351295,73.60079537,516.6114597
8,2,0,14.87056955,74.85120055,511.17075
8,3,0,14.68712443,72.59155743,503.1087494
8,4,0,14.75699638,73.38999944,516.1211969
8,5,0,14.61900762,74.27973298,504.5493275
8,6,0,14.50999384,74.68407476,502.099492
8,7,0,14.56472017,74.7630405,502.7541061
8,8,0,14.71854806,72.81700062,492.6688727
8,9,0,14.68263429,74.15045994,489.5607882
8,10,0,14.6577913,73.94931706,492.8676051
8,11,0,14.52963666,76.36188005,493.7686589
8,12,0,14.54626727,76.90622263,495.9266952
8,13,0,14.59475413,78.36853743,485.4870035
8,14,0,14.48698988,76.6351489,489.592704
8,15,0,14.58162629,75.36743493,486.0186552
8,16,0,14.64850703,75.43943986,492.5132485
8,17,0,14.70725451,75.84511424,488.6077578
8,18,0,14.5509188,74.40422514,497.6679319
8,19,0,14.42906332,76.38355503,498.0929136
8,20,0,14.47845024,76.23109139,507.5289464
8,21,0,14.36651966,77.52706473,501.3772276
8,22,0,14.55138976,76.47784048,495.8925049
8,23,0,14.58674072,76.68443882,496.1034977
8,24,0,14.54976293,76.51748202,503.2412326
8,25,0,14.59373026,76.88277216,490.03595
8,26,0,14.53490933,78.13840091,480.2830374
8,27,0,14.54821479,77.10368456,486.8608902
8,28,0,14.54353396,76.49201649,489.9010719
8,29,0,14.51537465,77.30906695,486.6832684
8,30,1,14.68410301,78.28636265,489.8454448
8,31,1,14.75509822,77.41332709,485.6241505
8,32,1,14.81424374,77.03837912,493.0164953
8,33,1,14.82902809,77.33083944,496.8659469
8,34,1,14.87875825,74.75202499,503.8380491
8,35,1,14.70704918,73.82511063,498.7935167
8,36,1,14.74213253,75.11480337,492.0080811
8,37,1,14.76442286,75.91829694,499.327616
8,38,1,14.89566928,72.19339866,514.0166268
8,39,1,14.83148109,73.52123331,515.1091692
8,40,1,14.88086294,75.2047418,502.3269252
8,41,1,14.8316208,70.35491101,505.7911109
8,42,1,14.61426201,69.63653266,493.2871222
8,43,1,14.69253146,71.31389397,501.3974273
8,44,1,14.67807435,68.92641558,491.857799
8,45,0,14.49226658,72.21054312,497.8145035
8,46,0,14.56410984,72.56682239,497.9411009
8,47,0,14.43046152,75.0711913,501.8903781
8,48,0,14.3880983,74.55295189,497.7623947
8,49,0,14.45025527,74.51430079,494.0806299
8,50,0,14.56281062,73.07257291,495.6799054
8,51,0,14.43222642,72.59296555,496.2642633
8,52,0,14.59006892,70.50875882,493.061858
8,53,0,14.57406408,71.4373046,497.41675
8,54,0,14.44606776,70.61746097,503.6317563
8,55,0,14.42277481,71.45894197,495.9318763
8,56,0,14.44630764,73.47278634,499.7045396
8,57,0,14.36560976,75.64010262,498.2999666
8,58,0,14.63697729,75.42776653,498.9901454
8,59,0,14.60687384,77.31104445,497.6344076
8,60,0,14.67070142,75.20829215,501.1506626
9,1,0,14.64869248,75.75930356,496.4513444
9,2,0,14.61115363,75.27411359,493.3607546
9,3,0,14.53572225,76.52717524,483.1828946
9,4,0,14.52047931,74.30969809,485.058537
9,5,0,14.59621216,73.23555072,490.6167071
9,6,0,14.45215373,76.68220916,493.3045269
9,7,0,14.27405777,77.63960309,484.4005725
9,8,0,14.36369033,77.41140109,485.444038
9,9,0,14.50251886,74.7284752,483.5457834
9,10,0,14.55951672,73.04798854,491.049124
9,11,0,14.56010862,74.97437758,501.8197698
9,12,0,14.54040024,73.41149436,501.7612555
9,13,0,14.56434767,74.35506432,501.3388547
9,14,0,14.61579444,75.13303977,506.3072856
9,15,0,14.47607246,74.64470252,503.9050693
9,16,0,14.51724289,72.99925165,511.7868501
9,17,0,14.62213635,73.77424949,504.3827627
9,18,0,14.51757812,72.02569735,500.2478148
9,19,1,14.7539569,72.70629483,502.3147192
9,20,1,14.61520391,73.05342215,511.0319828
9,21,1,14.67589371,75.50849691,509.2660954
9,22,1,14.72875532,76.48346961,506.9711678
9,23,1,14.83451491,73.42903407,504.7889765
9,24,1,14.75526213,72.46156119,489.5516691
9,25,1,14.92373279,70.8379215,491.7709488
9,26,1,14.96848443,72.62157936,495.6743452
9,27,1,14.91279263,70.96775205,492.4875792
9,28,1,14.87861857,70.58074567,489.2385018
9,29,1,14.78781132,71.01977563,478.0817573
9,30,1,14.86975757,71.4119377,477.1073194
9,31,0,14.94120454,75.00666174,486.0283473
9,32,0,14.87283824,76.18762164,489.9729572
9,33,0,14.84113586,77.36274884,488.0856016
9,34,0,14.98612601,77.81333892,496.0212645
9,35,0,14.70549098,77.39849675,490.2766511
9,36,0,14.59170764,79.10312337,497.9287559
9,37,0,14.62605795,77.62466998,498.9323466
9,38,0,14.5471792,76.23323617,491.758549
9,39,0,14.56357405,77.71272988,492.1011127
9,40,0,14.5359341,77.092114,499.8189141
9,41,0,14.59154046,73.1356904,508.0080764
9,42,0,14.69566281,73.67239588,520.9468521
9,43,0,14.77270826,70.01822591,519.1718724
9,44,0,14.98718175,69.68342221,510.8923993
9,45,0,14.81690705,72.75342233,507.1221903
9,46,0,14.88497073,77.88104535,509.3342884
9,47,0,14.76267564,77.58233585,501.048021
9,48,0,14.69608011,77.21679427,507.3786639
9,49,0,14.64879094,79.33057373,504.8375034
9,50,0,14.6463968,81.01733729,492.0007706
9,51,0,14.63564837,80.12752351,491.3885589
9,52,0,14.7874253,77.73553703,480.1868527
9,53,0,14.61072107,74.64646794,487.4846575
9,54,0,14.57354505,74.03018777,493.9477598
9,55,0,14.70740656,73.22224515,507.0912361
9,56,0,14.71053861,73.58574454,509.6076634
9,57,0,14.75816021,74.51029953,512.3811397
9,58,0,14.75401572,77.17958296,514.763892
9,59,0,14.69423956,78.62027523,510.7068221
9,60,0,14.80860442,79.94237037,512.3917732
10,1,0,14.48435295,77.23374627,498.8373676
10,2,0,14.54817824,76.63404326,496.2991728
10,3,0,14.56087696,74.12237994,506.2905329
10,4,0,14.58421471,73.52130764,511.3456236
10,5,0,14.49073611,73.95145067,510.751312
10,6,0,14.49695901,75.04921508,512.250338
10,7,0,14.61066857,75.56435818,513.3120265
10,8,0,14.60799998,75.54334285,495.5743956
10,9,0,14.54156811,74.15817292,485.3503007
10,10,0,14.54770528,73.75517236,489.5398063
10,11,0,14.53345455,72.97675415,487.6058788
10,12,0,14.55796466,75.80449906,494.3126317
10,13,0,14.5462363,77.41514254,496.0220076
10,14,0,14.77309696,77.08863803,492.815201
10,15,0,14.75920786,76.67701417,501.7653047
10,16,0,14.73232528,76.51017796,495.0114831
10,17,0,14.63163837,74.22594487,504.6909878
10,18,0,14.53870881,75.29905593,504.8536351
10,19,0,14.53123784,75.28580538,505.8363398
10,20,1,14.62413227,78.18860839,495.543222
10,21,1,14.73589611,74.61921528,503.8990389
10,22,1,14.66378286,73.43005421,494.3215322
10,23,1,14.80045855,74.17265482,506.4171336
10,24,1,14.83627465,72.90170127,507.6934751
10,25,1,14.74525799,72.74556543,507.935781
10,26,1,14.85485547,72.0468017,503.7600552
10,27,1,14.87157093,72.18642862,494.2274259
10,28,1,14.80186593,70.94070731,476.4646401
10,29,1,14.78739507,68.81056607,478.3654291
10,30,0,14.65503588,69.43927133,481.4493297
10,31,0,14.52607803,70.82055885,487.3271157
10,32,0,14.53674933,75.21761638,480.0794251
10,33,0,14.61957561,75.9718141,480.557533
10,34,0,14.5937206,75.85079277,487.6686291
10,35,0,14.4870014,76.80028381,490.5974923
10,36,0,14.53494533,75.17493662,489.7602953
10,37,0,14.33917501,75.23813712,488.1091387
10,38,0,14.30859878,77.69899659,487.7979631
10,39,0,14.6540692,75.56401541,503.8416841
10,40,0,14.62185434,76.59953673,507.7400081
10,41,0,14.64225133,75.8802357,504.8277788
10,42,0,14.78554499,75.64337762,502.4843544
10,43,0,14.6707073,74.04986635,497.3402588
10,44,0,14.64006741,71.69890653,500.0708963
